"Código Establecimiento","Nombre Establecimiento","ID Comuna","Nombre Comuna","Femenino","Masculino","Total Estudiantes"
"1125","ESCUELA DIEGO PORTALES","5401","LA LIGUA","6","11","17"
"1128","ESCUELA COMUNIDADES DE VALLE HERMOSO","5401","LA LIGUA","16","18","34"
"1132","ESCUELA BASICA POZA VERDE","5401","LA LIGUA","12","7","19"
"1136","ESCUELA BASICA PUYANCON","5401","LA LIGUA","7","7","14"
"1142","ESCUELA LA CANELA","5401","LA LIGUA","2","5","7"
"1145","ESCUELA ENRIQUE DOLL ROJAS","5401","LA LIGUA","4","4","8"
"1147","ESCUELA FERNANDO GARCIA OLDINI","5404","PETORCA","9","7","16"
"1148","LICEO JOSE MANUEL BORGONO NUNEZ","5404","PETORCA","10","18","28"
"1149","LICEO CORDILLERA","5404","PETORCA","7","11","18"
"1156","ESCUELA BASICA G-24","5404","PETORCA","4","1","5"
"1161","ESCUELA BASICA PEDEGUA","5404","PETORCA","5","9","14"
"1168","ESCUELA HANS WENKE MENGERS","5402","CABILDO","27","28","55"
"1170","ESCUELA BASICA VALLE DE ARTIFICIO","5402","CABILDO","8","6","14"
"1173","ESCUELA ESTER SILVA SOMARRIVA BARTOLILLO","5402","CABILDO","10","6","16"
"1174","ESCUELA BASICA SAN LORENZO","5402","CABILDO","2","9","11"
"1178","ESCUELA BASICA LA VINA","5402","CABILDO","9","6","15"
"1180","ESCUELA BASICA G-45","5402","CABILDO","11","16","27"
"1183","LICEO DE ZAPALLAR","5405","ZAPALLAR","15","13","28"
"1184","ESCUELA BASICA MERCEDES MATURANA GALLARDO","5405","ZAPALLAR","15","16","31"
"1185","ESCUELA BALNEARIO CACHAGUA","5405","ZAPALLAR","5","6","11"
"1191","ESCUELA PAPUDO","5403","PAPUDO","7","18","25"
"1192","ESCUELA RURAL PULLALLY","5403","PAPUDO","7","8","15"
"1194","LICEO MAXIMILIANO SALAS MARCHAN","5301","LOS ANDES","25","19","44"
"1197","ESCUELA ESPANA","5301","LOS ANDES","25","37","62"
"1198","LICEO REPUBLICA ARGENTINA","5301","LOS ANDES","10","9","19"
"1200","ESCUELA JOHN KENNEDY","5301","LOS ANDES","9","10","19"
"1202","ESCUELA FERROVIARIA","5301","LOS ANDES","16","20","36"
"1203","ESCUELA GABRIELA MISTRAL","5301","LOS ANDES","11","11","22"
"1204","ESCUELA BASICA GRAL.JOSE MIGUEL CARRERA","5301","LOS ANDES","10","11","21"
"1206","C.E.I.A  DR. OSVALDO ROJAS GONZALEZ","5301","LOS ANDES","12","11","23"
"1208","ESCUELA BASICA RIO BLANCO","5301","LOS ANDES","9","6","15"
"1210","ESCUELA EL SAUCE","5301","LOS ANDES","12","15","27"
"1211","ESCUELA IGNACIO CARRERA PINTO","5301","LOS ANDES","18","21","39"
"1233","ESCUELA PABLO NERUDA","5304","SAN ESTEBAN","19","24","43"
"1234","ESC. BASICA SILVIO ZENTENO VERGARA","5304","SAN ESTEBAN","8","14","22"
"1235","ESCUELA LO CALVO","5304","SAN ESTEBAN","8","12","20"
"1238","ESCUELA INCLUSIVA SAN LORENZO","5304","SAN ESTEBAN","1","2","3"
"1245","ESCUELA EL CORAZON","5304","SAN ESTEBAN","8","14","22"
"1246","ESCUELA BÁSICA LIBERTAD","5304","SAN ESTEBAN","7","8","15"
"1247","ESCUELA BASICA MARIA ISABEL DE BROWN","5302","CALLE LARGA","5","5","10"
"1248","ESCUELA BASICA LA PAMPILLA","5302","CALLE LARGA","12","15","27"
"1250","ESCUELA VICTOR KOERNER","5302","CALLE LARGA","3","6","9"
"1251","ESCUELA BASICA CRISTO REDENTOR","5302","CALLE LARGA","12","7","19"
"1257","ESCUELA PERFECTO DE LA FUENTE DEL VILLAR","5303","RINCONADA","32","33","65"
"1261","LICEO DOCTOR ROBERTO HUMERES O.","5701","SAN FELIPE","3","10","13"
"1263","LICEO DE NINAS CORINA URBINA","5701","SAN FELIPE","53","0","53"
"1264","LICEO SAN FELIPE","5701","SAN FELIPE","7","14","21"
"1265","ESCUELA BASICA BERNARDO O HIGGINS R.","5701","SAN FELIPE","11","18","29"
"1266","ESCUELA MANUEL RODRIGUEZ ERDOIZA","5701","SAN FELIPE","3","3","6"
"1268","ESCUELA BASICA JOSE DE SAN MARTIN","5701","SAN FELIPE","54","58","112"
"1269","ESCUELA JOHN F KENNEDY","5701","SAN FELIPE","11","9","20"
"1271","ESCUELA JOSÉ ANTONIO MANSO DE VELASCO","5701","SAN FELIPE","14","13","27"
"1274","ESCUELA ALMENDRAL","5701","SAN FELIPE","7","15","22"
"1275","ESCUELA BUEN PASTOR","5701","SAN FELIPE","20","20","40"
"1279","ESCUELA CARMELA CARVAJAL DE PRAT","5701","SAN FELIPE","9","6","15"
"1280","ESCUELA 21 DE MAYO","5701","SAN FELIPE","3","16","19"
"1281","ESCUELA REPUBLICA ARGENTINA","5701","SAN FELIPE","6","11","17"
"1282","ESCUELA BUCALEMITO","5701","SAN FELIPE","4","10","14"
"1285","ESCUELA MATEO COKLJAT K","5701","SAN FELIPE","4","6","10"
"1287","ESCUELA JOSE BERNARDO SUAREZ","5701","SAN FELIPE","4","7","11"
"1301","LICEO MANUEL MARIN","5705","PUTAENDO","16","14","30"
"1302","LICEO   REPUBLICA DE ESTADOS UNIDOS","5705","PUTAENDO","4","9","13"
"1304","ESCUELA PASO HISTORICO EL TARTARO","5705","PUTAENDO","5","10","15"
"1305","ESCUELA RENACER","5705","PUTAENDO","11","5","16"
"1307","ESCUELA SAN ALBERTO","5705","PUTAENDO","5","14","19"
"1313","ESCUELA CATAN DABIKE","5705","PUTAENDO","6","8","14"
"1318","LICEO DARIO SALAS","5706","SANTA MARIA","13","13","26"
"1321","ESCUELA GUILLERMO BANADOS HONORATO","5706","SANTA MARIA","13","8","21"
"1328","ESCUELA INDEPENDENCIA","5704","PANQUEHUE","5","6","11"
"1329","ESCUELA EMA LOBOS REYES","5704","PANQUEHUE","12","9","21"
"1333","ESCUELA JORGE BARROS BEAUCHEF","5704","PANQUEHUE","5","9","14"
"1336","ESCUELA AGUSTIN EDWARDS","5703","LLAILLAY","29","39","68"
"1337","ESCUELA HEROES DE IQUIQUE","5703","LLAILLAY","7","12","19"
"1338","ESCUELA NACIONES UNIDAS","5703","LLAILLAY","10","12","22"
"1339","ESCUELA ELISA LATTAPIAT VARGAS","5703","LLAILLAY","13","16","29"
"1340","ESCUELA HERMINIA ORTEGA DE CROXATO","5703","LLAILLAY","9","10","19"
"1341","ESCUELA BASICA EL PORVENIR","5703","LLAILLAY","8","16","24"
"1346","ESCUELA JORGE PRIETO LETELIER","5703","LLAILLAY","2","2","4"
"1352","ESCUELA MARIA TERESA DEL CANTO","5702","CATEMU","13","17","30"
"1353","ESCUELA SAN JOSE DE CATEMU","5702","CATEMU","8","3","11"
"1355","ESCUELA EL COBRE","5702","CATEMU","8","10","18"
"1358","ESCUELA BASICA EL NILHUE","5702","CATEMU","6","12","18"
"1359","ESCUELA BASICA LOS CERRILLOS","5702","CATEMU","5","9","14"
"1364","COLEGIO VALLE DE QUILLOTA","5501","QUILLOTA","20","18","38"
"1366","LICEO COMERCIAL DE QUILLOTA","5501","QUILLOTA","19","8","27"
"1367","COLEGIO ROBERTO MATTA","5501","QUILLOTA","27","0","27"
"1368","ESCUELA BASICA CANADA","5501","QUILLOTA","51","0","51"
"1369","ESCUELA BASICA ABRAHAM LINCOLN","5501","QUILLOTA","5","16","21"
"1370","ESCUELA BASICA REPUBLICA DE MEXICO","5501","QUILLOTA","17","23","40"
"1371","ESCUELA BASICA ARAUCO","5501","QUILLOTA","31","36","67"
"1376","ESCUELA BASICA RAMON FREIRE","5501","QUILLOTA","12","21","33"
"1377","ESCUELA NUESTRO MUNDO","5501","QUILLOTA","10","15","25"
"1378","ESCUELA BASICA ABEL GUERRERO AGUIRRE","5501","QUILLOTA","12","9","21"
"1384","COLEGIO CUMBRES DE BOCO","5501","QUILLOTA","6","11","17"
"1385","ESCUELA BASICA LA PALMA","5501","QUILLOTA","5","21","26"
"1390","ESCUELA BASICA LAS PATAGUAS","5501","QUILLOTA","2","5","7"
"1414","COLEGIO LEONARDO DA VINCI","5504","LA CRUZ","11","13","24"
"1416","COLEGIO MARIA ALONSO CHACON","5504","LA CRUZ","10","12","22"
"1417","COLEGIO BOLONIA","5504","LA CRUZ","12","10","22"
"1423","ESCUELA BASICA JOSEFINA HUICI","5502","CALERA","6","6","12"
"1424","ESCUELA BASICA IRMA SAPIAIN","5502","CALERA","16","15","31"
"1425","COMPLEJO EDUCACIONAL LAS ACACIAS DE ARTIFICIO","5502","CALERA","21","22","43"
"1427","ESCUELA BASICA PALESTINA","5502","CALERA","8","11","19"
"1430","ESCUELA BASICA GABRIELA MISTRAL","5502","CALERA","11","12","23"
"1431","ESCUELA BASICA SANTA ROSA DEL HUERTO","5502","CALERA","9","16","25"
"1433","ESCUELA BASICA EL LIBERTADOR","5502","CALERA","3","14","17"
"1435","ESCUELA BASICA VILLA LA FLORIDA","5502","CALERA","5","4","9"
"1444","LICEO MUNICIPAL JUAN RUSQUE PORTAL","5506","NOGALES","10","20","30"
"1445","ESCUELA BASICA EL MELON","5506","NOGALES","24","11","35"
"1447","ESCUELA BASICA ULDA ARACENA GONZALEZ","5506","NOGALES","16","24","40"
"1448","ESCUELA BASICA LA PENA","5506","NOGALES","2","5","7"
"1453","LICEO MUNICIPAL LUIS LABORDA","5503","HIJUELAS","35","28","63"
"1454","ESCUELA ADRIANA RIQUELME NUNEZ","5503","HIJUELAS","4","14","18"
"1455","ESCUELA MONICA HURTADO EDWARDS","5503","HIJUELAS","7","5","12"
"1456","ESCUELA ANA JESUS IBACACHE","5503","HIJUELAS","4","5","9"
"1457","ESCUELA BASICA BENJAMIN MATTE LARRAIN","5503","HIJUELAS","0","9","9"
"1458","ESCUELA BASICA LA SOMBRA","5503","HIJUELAS","5","8","13"
"1459","ESCUELA BASICA RABUCO","5503","HIJUELAS","4","4","8"
"1465","ESCUELA COEDUC TTE HERNAN MERINO CORREA","5802","LIMACHE","17","17","34"
"1466","ESCUELA SUPERIOR MIXTA Nº 88","5802","LIMACHE","21","29","50"
"1468","ESCUELA BASICA BRASILIA","5802","LIMACHE","6","18","24"
"1469","ESCUELA BASICA HEROES DE CHILE","5802","LIMACHE","15","20","35"
"1471","ESCUELA LIMACHITO","5802","LIMACHE","2","9","11"
"1472","ESCUELA BASICA LOS MAITENES","5802","LIMACHE","4","13","17"
"1474","ESCUELA BASICA PUENTE COLMO","5103","CONCON","5","18","23"
"1488","ESCUELA MONTEVIDEO","5803","OLMUE","19","19","38"
"1490","ESCUELA BÁSICA QUEBRADA DE ALVARADO","5803","OLMUE","2","8","10"
"1491","ESCUELA BASICA LO NARVAEZ","5803","OLMUE","4","9","13"
"1496","ESCUELA LAS PALMAS DEL NIÑO DIOS","5803","OLMUE","5","6","11"
"1498","ESCUELA LAS BELLOTAS DE LA VEGA","5803","OLMUE","3","2","5"
"1504","LICEO TÉCNICO DE VALPARAÍSO","5101","VALPARAISO","1","2","3"
"1506","CENTRO EDUCATIVO FLORIDA","5101","VALPARAISO","4","4","8"
"1511","CENTRO EDUCATIVO REINO DE SUECIA","5101","VALPARAISO","2","5","7"
"1514","ESCUELA  HERNAN OLGUIN","5101","VALPARAISO","12","18","30"
"1515","LICEO EDUARDO DE LA BARRA","5101","VALPARAISO","22","34","56"
"1516","LICEO TECNOLÓGICO ALFREDO NAZAR FERES","5101","VALPARAISO","14","16","30"
"1517","LICEO MATILDE BRANDAU DE ROSS","5101","VALPARAISO","16","19","35"
"1518","LICEO MARIA LUISA BOMBAL","5101","VALPARAISO","10","8","18"
"1519","LICEO TECNICO PROFESIONAL BARON","5101","VALPARAISO","4","3","7"
"1520","LICEO BICENTENARIO MARITIMO DE VALPARAISO","5101","VALPARAISO","32","22","54"
"1521","LICEO DE NINAS MARIA FRANCK DE MACDOUGAL","5101","VALPARAISO","29","0","29"
"1522","COLEGIO PEDRO MONTT","5101","VALPARAISO","8","5","13"
"1523","ESCUELA NACIONES UNIDAS","5101","VALPARAISO","32","16","48"
"1524","ESCUELA REPUBLICA ARABE SIRIA","5101","VALPARAISO","7","5","12"
"1526","ESCUELA REPUBLICA DEL PARAGUAY","5101","VALPARAISO","6","17","23"
"1528","ESCUELA  GASPAR CABRALES","5101","VALPARAISO","13","34","47"
"1529","ESCUELA GRECIA","5101","VALPARAISO","0","35","35"
"1533","ESCUELA ALEMANIA","5101","VALPARAISO","0","68","68"
"1534","ESCUELA REPUBLICA DEL URUGUAY","5101","VALPARAISO","70","0","70"
"1536","ESCUELA AMERICA","5101","VALPARAISO","38","35","73"
"1537","ESCUELA RAMON BARROS LUCO","5101","VALPARAISO","41","0","41"
"1538","ESCUELA JUAN JOSE LATORRE B","5101","VALPARAISO","8","9","17"
"1540","ESCUELA BLAS CUEVAS RAMON ALLENDE","5101","VALPARAISO","1","7","8"
"1541","ESCUELA REPUBLICA DE EL SALVADOR","5101","VALPARAISO","7","9","16"
"1542","ESCUELA JOAQUIN EDWARDS BELLO","5101","VALPARAISO","18","21","39"
"1543","ESCUELA JORGE ALESSANDRI RODRIGUEZ","5101","VALPARAISO","7","9","16"
"1547","ESCUELA CARABINERO PEDRO A.CARIAGA M.","5101","VALPARAISO","8","13","21"
"1548","ESCUELA DIEGO PORTALES PALAZUELOS","5101","VALPARAISO","2","8","10"
"1549","ESCUELA REPUBLICA DE MEXICO","5101","VALPARAISO","29","34","63"
"1550","ESCUELA PACIFICO","5101","VALPARAISO","6","9","15"
"1551","ESCUELA MONTEDONICO","5101","VALPARAISO","4","11","15"
"1553","ESCUELA ESPANA","5101","VALPARAISO","19","21","40"
"1554","COLEGIO PABLO NERUDA","5101","VALPARAISO","10","16","26"
"1555","ESCUELA REPUBLICA DE ISRAEL","5101","VALPARAISO","8","11","19"
"1556","ESCUELA ELEUTERIO RAMIREZ","5101","VALPARAISO","8","13","21"
"1557","ESCUELA VILLA BERLIN","5101","VALPARAISO","7","9","16"
"1563","ESCUELA JUAN WACQUEZ MOURFIN","5101","VALPARAISO","3","6","9"
"1567","ESCUELA BASICA DAVID BEN GURION","5101","VALPARAISO","6","15","21"
"1568","ESCUELA REPUBLICA ARGENTINA","5101","VALPARAISO","7","14","21"
"1569","ESCUELA  PILOTO 1° LUIS PARDO VILLALON","5101","VALPARAISO","20","24","44"
"1570","ESCUELA BASICA CIRUJANO VIDELA","5101","VALPARAISO","19","24","43"
"1571","ESCUELA SAN JUDAS TADEO","5101","VALPARAISO","6","10","16"
"1573","ESCUELA  DR. ERNESTO QUIROZ WEBER","5101","VALPARAISO","12","10","22"
"1577","ESCUELA BASICA LAGUNA VERDE","5101","VALPARAISO","12","18","30"
"1666","C.E.I.A. LOS CASTANOS","5109","VIÑA DEL MAR","10","8","18"
"1667","ESCUELA ESPECIAL ADOLFO TANNENBAUM  B.","5109","VIÑA DEL MAR","9","18","27"
"1676","LICEO BICENTENARIO DE VIÑA DEL MAR","5109","VIÑA DEL MAR","12","16","28"
"1677","ESCUELA BASICA REPUBLICA DEL ECUADOR","5109","VIÑA DEL MAR","63","0","63"
"1678","ESCUELA UNESCO","5109","VIÑA DEL MAR","11","6","17"
"1680","ESCUELA ORLANDO PENA CARVAJAL","5109","VIÑA DEL MAR","12","9","21"
"1681","COLEGIO REPUBLICA DE COLOMBIA","5109","VIÑA DEL MAR","24","0","24"
"1682","COLEGIO MIRAFLORES","5109","VIÑA DEL MAR","37","37","74"
"1683","ESCUELA BASICA SANTA JULIA","5109","VIÑA DEL MAR","21","27","48"
"1684","ESCUELA LIBERTADOR  BERNARDO O^HIGGINS","5109","VIÑA DEL MAR","29","26","55"
"1685","ESCUELA DR. OSCAR MARIN SOCIAS","5109","VIÑA DEL MAR","17","20","37"
"1686","ESCUELA TEODORO LOWEY","5109","VIÑA DEL MAR","13","9","22"
"1688","ESCUELA ALMIRANTE LUIS GOMEZ CARRENO","5109","VIÑA DEL MAR","20","16","36"
"1689","ESCUELA ORO NEGRO","5103","CONCON","8","25","33"
"1691","ESCUELA LORD COCHRANE","5109","VIÑA DEL MAR","1","10","11"
"1692","ESCUELA ARTURO PRAT CHACON","5109","VIÑA DEL MAR","15","19","34"
"1693","ESCUELA BASICA 21 DE MAYO","5109","VIÑA DEL MAR","9","8","17"
"1695","ESCUELA PEDRO AGUIRRE CERDA","5109","VIÑA DEL MAR","10","12","22"
"1696","ESCUELA BASICA CHORRILOS","5109","VIÑA DEL MAR","7","9","16"
"1697","ESCUELA GASTON OSSA SAINT MARIE","5109","VIÑA DEL MAR","11","7","18"
"1698","ESCUELA PAUL HARRIS","5109","VIÑA DEL MAR","23","29","52"
"1699","ESCUELA BASICA IRMA SALAS SILVA","5103","CONCON","21","25","46"
"1700","ESCUELA DOCTOR ADRIANO MACHADO PARDO","5109","VIÑA DEL MAR","9","11","20"
"1701","ESCUELA LA PARVA","5109","VIÑA DEL MAR","6","8","14"
"1702","ESCUELA CANAL BEAGLE","5109","VIÑA DEL MAR","15","13","28"
"1703","ESCUELA PRESIDENTE JOSE MANUEL BALMACEDA","5109","VIÑA DEL MAR","12","9","21"
"1704","ESCUELA BASICA JOHN KENNEDY","5109","VIÑA DEL MAR","8","16","24"
"1705","ESCUELA PRESIDENTE SALVADOR ALLENDE","5109","VIÑA DEL MAR","14","17","31"
"1707","ESCUELA MINISTRO ZENTENO","5109","VIÑA DEL MAR","29","45","74"
"1708","ESCUELA ENRIQUE CARDENAS RIVERA","5109","VIÑA DEL MAR","7","21","28"
"1709","ESCUELA PATRICIO LYNCH Z.","5109","VIÑA DEL MAR","6","15","21"
"1710","CENTRO DE EDUCACION DE ADULTOS","5109","VIÑA DEL MAR","3","10","13"
"1712","ESCUELA VILLA MONTE","5109","VIÑA DEL MAR","13","13","26"
"1714","ESCUELA SANTA MARIA DE AGUA SANTA","5109","VIÑA DEL MAR","2","5","7"
"1716","ESCUELA VILLA INDEPENDENCIA","5109","VIÑA DEL MAR","22","15","37"
"1717","ESCUELA CARDENAL JOSE MARIA CARO","5109","VIÑA DEL MAR","14","11","25"
"1718","ESCUELA EDUARDO LEZANA PINCHEIRA","5109","VIÑA DEL MAR","11","18","29"
"1720","ESCUELA  MARCELA PAZ","5109","VIÑA DEL MAR","7","10","17"
"1721","ESCUELA BASICA REPUBLICA DEL LIBANO","5109","VIÑA DEL MAR","4","12","16"
"1722","ESCUELA BASICA DR ALDO FRANCIA BOIDO","5109","VIÑA DEL MAR","13","0","13"
"1724","ESCUELA PRESIDENTE EDUARDO FREI MONTALVA","5109","VIÑA DEL MAR","15","12","27"
"1728","ESCUELA BASICA LUISA NIETO DE HAMEL","5109","VIÑA DEL MAR","1","6","7"
"1732","ESCUELA VIOLETA PARRA","5109","VIÑA DEL MAR","5","5","10"
"1851","LICEO POLITECNICO QUINTERO","5107","QUINTERO","12","10","22"
"1853","COLEGIO COSTA MAUCO","5107","QUINTERO","12","19","31"
"1855","ESCUELA BASICA REPUBLICA DE FRANCIA","5107","QUINTERO","22","39","61"
"1856","ESCUELA MANTAGUA","5107","QUINTERO","4","11","15"
"1863","COLEGIO GENERAL JOSE VELASQUEZ BORQUEZ","5105","PUCHUNCAVI","20","20","40"
"1864","COMPLEJO EDUCACIONAL SARGENTO ALDEA","5105","PUCHUNCAVI","11","19","30"
"1867","ESCUELA LA GREDA","5105","PUCHUNCAVI","10","11","21"
"1868","ESCUELA LA CHOCOTA","5105","PUCHUNCAVI","13","16","29"
"1871","ESCUELA BASICA EL RINCON","5105","PUCHUNCAVI","2","3","5"
"1873","ESCUELA HORCON","5105","PUCHUNCAVI","6","7","13"
"1874","ESCUELA BASICA LA LAGUNA","5105","PUCHUNCAVI","6","4","10"
"1875","ESCUELA MAITENCILLO","5105","PUCHUNCAVI","7","4","11"
"1881","ESCUELA LUIS CRUZ MARTINEZ","5801","QUILPUE","29","22","51"
"1885","COLEGIO CAPITAN IGNACIO CARRERA PINTO","5801","QUILPUE","3","1","4"
"1886","ESCUELA MANUEL BULNES PRIETO","5801","QUILPUE","20","15","35"
"1887","ESCUELA GUARDIAMARINA GUILLERMO ZANARTU I.","5801","QUILPUE","22","27","49"
"1888","ESC.CDTE. ELEUTERIO RAMIREZ MOLINA","5801","QUILPUE","18","15","33"
"1889","COLEGIO FERNANDO DURAN VILLARREAL","5801","QUILPUE","21","28","49"
"1890","COLEGIO JOSE MIGUEL INFANTE","5801","QUILPUE","13","5","18"
"1891","ESCUELA BASICA JORGE ROCK LARA","5801","QUILPUE","13","11","24"
"1892","ESCUELA BASICA GASPAR CABRALES","5801","QUILPUE","10","18","28"
"1893","ESCUELA BASICA DARIO SALAS","5801","QUILPUE","5","13","18"
"1894","CENTRO DE EDUCACION DE ADULTOS","5801","QUILPUE","18","18","36"
"1895","LICEO TECNICO PROFESIONAL MANNHEIM","5801","QUILPUE","13","15","28"
"1898","ESCUELA THEODOR HEUSS","5801","QUILPUE","7","12","19"
"1899","ESCUELA TENIENTE IGNACIO SERRANO MONTANER","5801","QUILPUE","14","8","22"
"1901","ESCUELA SANTIAGO BUERAS","5801","QUILPUE","1","3","4"
"1903","ESCUELA VICENTE EDWARDS PINTO","5801","QUILPUE","3","2","5"
"1958","LICEO TECNOLOGICO VILLA ALEMANA","5804","VILLA ALEMANA","6","8","14"
"1959","WINDMILL COLLEGE","5804","VILLA ALEMANA","15","25","40"
"1961","ESCUELA LATINA INES GALLARDO ORELLANA","5804","VILLA ALEMANA","25","18","43"
"1963","ESCUELA BASICA DIEGO BARROS ARANA","5804","VILLA ALEMANA","18","12","30"
"1965","COLEGIO ITALO COMPOSTO SCARPATI","5804","VILLA ALEMANA","13","7","20"
"1966","ESCUELA BASICA CATALUNYA","5804","VILLA ALEMANA","23","16","39"
"1967","LICEO BICENTENARIO TÉCNICO PROFESIONAL MARY GRAHAM","5804","VILLA ALEMANA","49","51","100"
"1968","ESCUELA MELVIN JONES","5804","VILLA ALEMANA","7","14","21"
"1969","COLEGIO CHARLES DARWIN","5804","VILLA ALEMANA","18","19","37"
"1970","ESCUELA DIEGO PORTALES","5804","VILLA ALEMANA","9","22","31"
"1971","ESCUELA MANUEL MONTT","5804","VILLA ALEMANA","22","18","40"
"1975","ESCUELA JUAN BAUTISTA ALBERDI","5804","VILLA ALEMANA","16","16","32"
"1997","ESCUELA DOMINGO ORTIZ DE ROZAS","5102","CASABLANCA","17","15","32"
"1998","ESCUELA ARTURO ECHAZARRETA LARRAIN","5102","CASABLANCA","24","11","35"
"1999","ESCUELA MANUEL BRAVO REYES","5102","CASABLANCA","26","17","43"
"2003","ESCUELA  SAN PEDRO DE QUINTAY","5102","CASABLANCA","2","3","5"
"2005","ESCUELA BASICA LAGUNILLAS","5102","CASABLANCA","5","4","9"
"2009","COLEGIO INSULAR ROBINSON CRUSOE","5104","JUAN FERNANDEZ","3","3","6"
"2014","ESCUELA POETA PABLO NERUDA","5601","SAN ANTONIO","11","15","26"
"2017","ESCUELA VILLA LAS DUNAS","5601","SAN ANTONIO","5","8","13"
"2018","ESCUELA MOVILIZADORES PORTUARIOS","5601","SAN ANTONIO","27","62","89"
"2019","COLEGIO ESPANA","5601","SAN ANTONIO","9","19","28"
"2020","ESCUELA PRESIDENTE PEDRO AGUIRRE CERDA","5601","SAN ANTONIO","15","10","25"
"2021","PADRE ANDRE COINDRE","5601","SAN ANTONIO","26","38","64"
"2022","ESCUELA BASICA SAN JOSE DE CALASANZ","5601","SAN ANTONIO","5","5","10"
"2023","ESCUELA CRISTO DEL MAIPO","5601","SAN ANTONIO","6","3","9"
"2024","PROFESOR PEDRO VIVEROS ORMENO","5601","SAN ANTONIO","2","5","7"
"2026","ESCUELA BASICA CERRO PLACILLA","5601","SAN ANTONIO","15","28","43"
"2027","ESCUELA POETA HUIDOBRO","5601","SAN ANTONIO","8","8","16"
"2035","ESCUELA BASICA CUNCUMEN","5601","SAN ANTONIO","6","3","9"
"2036","ESCUELA BASICA LEYDA","5601","SAN ANTONIO","6","6","12"
"2037","EDUARDO FERNANDEZ DE ASTURIAS","5601","SAN ANTONIO","2","4","6"
"2065","ESCUELA PRESIDENTE AGUIRRE CERDA","5603","CARTAGENA","36","48","84"
"2066","LICEO EUGENIA SUBERCASEAUX","5603","CARTAGENA","21","15","36"
"2068","ESCUELA CARMEN ROMERO AGUIRRE","5603","CARTAGENA","8","9","17"
"2074","ESCUELA BASICA LAS CRUCES","5605","EL TABO","16","17","33"
"2075","COLEGIO EL TABO","5605","EL TABO","10","26","36"
"2078","COMPLEJO EDUCACIONAL CLARA SOLOVERA","5604","EL QUISCO","16","17","33"
"2079","ESCUELA POETA NERUDA DE ISLA NEGRA","5604","EL QUISCO","21","23","44"
"2081","ESCUELA EL TOTORAL","5604","EL QUISCO","8","22","30"
"2084","COLEGIO CARLOS ALESSANDRI ALTAMIRANO","5602","ALGARROBO","26","34","60"
"2085","ESCUELA BASICA RURAL EL YECO","5602","ALGARROBO","5","14","19"
"2091","COLEGIO PEOPLE HELP PEOPLE","5606","SANTO DOMINGO","30","39","69"
"2092","ESCUELA EL CONVENTO","5606","SANTO DOMINGO","5","6","11"
"2096","ESCUELA BASICA CLAUDIO VICUNA","5606","SANTO DOMINGO","2","3","5"
"2101","COLEGIO BASICO LORENZO BAEZA VEGA","5201","ISLA DE PASCUA","0","1","1"
"2109","LICEO DE NIÑAS DE RANCAGUA","6101","RANCAGUA","22","0","22"
"2110","LICEO MUNICIPAL OSCAR CASTRO ZUNIGA","6101","RANCAGUA","180","106","286"
"2112","ESCUELA MUNICIPAL MOISES MUSSA","6101","RANCAGUA","0","125","125"
"2114","ESCUELA MUNICIPAL MARCELA PAZ","6101","RANCAGUA","138","0","138"
"2115","ESCUELA MUNICIPAL RENE SCHNEIDER CHEREAU","6101","RANCAGUA","10","15","25"
"2116","COLEGIO MUNICIPAL EDUARDO DE GEYTER","6101","RANCAGUA","27","51","78"
"2118","COLEGIO ESPANA","6101","RANCAGUA","23","37","60"
"2119","ESCUELA MUNICIPAL MANUEL RODRIGUEZ","6101","RANCAGUA","12","16","28"
"2120","ESCUELA MUNICIPAL MINERAL EL TENIENTE","6101","RANCAGUA","35","61","96"
"2121","COLEGIO REPUBLICA ARGENTINA","6101","RANCAGUA","122","0","122"
"2122","ESCUELA MUNICIPAL EL COBRE","6101","RANCAGUA","17","28","45"
"2123","INSTITUTO TECNOLOGICO MINERO BERNARDO OHIGGINS","6101","RANCAGUA","12","24","36"
"2124","LICEO INTEGRADO LIBERTADOR SIMÓN BOLIVAR","6101","RANCAGUA","24","37","61"
"2125","COLEGIO PABLO GARRIDO","6101","RANCAGUA","12","14","26"
"2126","COL. JOSE A. MANSO DE VELASCO Y S.","6101","RANCAGUA","19","15","34"
"2129","COLEGIO AURORA DE CHILE","6101","RANCAGUA","33","39","72"
"2131","ESCUELA MUNICIPAL CARLOS MIRANDA MIRANDA","6101","RANCAGUA","12","13","25"
"2132","ESCUELA MUNICIPAL PATRICIO MEKIS","6101","RANCAGUA","18","15","33"
"2135","ESCUELA MUNICIPAL JEAN PIAGET","6101","RANCAGUA","18","21","39"
"2136","ESCUELA MUNICIPAL ISABEL RIQUELME","6101","RANCAGUA","10","13","23"
"2138","ESCUELA MUNICIPAL ALBERTO BLEST GANA","6101","RANCAGUA","9","7","16"
"2139","ESCUELA MUNICIPAL VIRGINIA BRAVO","6101","RANCAGUA","11","11","22"
"2140","ESCUELA MUNICIPAL AUGUSTO D HALMAR","6101","RANCAGUA","21","22","43"
"2143","ESCUELA MUNICIPAL HERMANOS CARRERA","6101","RANCAGUA","17","15","32"
